Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
,,,"[0]881, [8]759, [9]759","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PAINTING & PAINT SPRAYING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]881, [8]759, [9]759","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,PAINTING & PAINT SPRAYING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]881, [8]759, [9]759","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,PAINTING & PAINT SPRAYING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]881, [8]759, [9]759","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"ROASTING & BAKING MACHINE OPERATORS, FOOD",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]783, [8]763, [9]763","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"ROASTING & BAKING MACHINE OPERATORS, FOOD",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]783, [8]763, [9]763","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"ROASTING & BAKING MACHINE OPERATORS, FOOD",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]783, [8]763, [9]763","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"ROASTING & BAKING MACHINE OPERATORS, FOOD",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]783, [8]763, [9]763","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"WASHING, CLEANING, & PICKLING MACHINE OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]886, [8]764, [9]764","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"WASHING, CLEANING, & PICKLING MACHINE OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]886, [8]764, [9]764","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"WASHING, CLEANING, & PICKLING MACHINE OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]886, [8]764, [9]764","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"WASHING, CLEANING, & PICKLING MACHINE OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]886, [8]764, [9]764","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,FOLDING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]893, [8]765, [9]765","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,FOLDING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]893, [8]765, [9]765","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,FOLDING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]893, [8]765, [9]765","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,FOLDING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]893, [8]765, [9]765","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"FURNACE, KILN, & OVEN OPERATORS, EXC FOOD",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]783, 804, 873, [8]766, [9]766","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"FURNACE, KILN, & OVEN OPERATORS, EXC FOOD",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]783, 804, 873, [8]766, [9]766","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"FURNACE, KILN, & OVEN OPERATORS, EXC FOOD",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]783, 804, 873, [8]766, [9]766","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"FURNACE, KILN, & OVEN OPERATORS, EXC FOOD",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]783, 804, 873, [8]766, [9]766","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,CRUSHING & GRINDING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]865, [8]768, [9]768","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,CRUSHING & GRINDING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]865, [8]768, [9]768","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,CRUSHING & GRINDING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]865, [8]768, [9]768","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,CRUSHING & GRINDING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]865, [8]768, [9]768","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,SLICING & CUTTING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]855, 871, [8]769, [9]769","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,SLICING & CUTTING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]855, 871, [8]769, [9]769","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,SLICING & CUTTING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]855, 871, [8]769, [9]769","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,SLICING & CUTTING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]855, 871, [8]769, [9]769","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,MOTION PICTURE PROJECTIONISTS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]441, [8]773, [9]773","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,MOTION PICTURE PROJECTIONISTS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]441, [8]773, [9]773","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,MOTION PICTURE PROJECTIONISTS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]441, [8]773, [9]773","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,MOTION PICTURE PROJECTIONISTS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]441, [8]773, [9]773","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]883, [8]774, [9]774","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]883, [8]774, [9]774","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]883, [8]774, [9]774","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]883, [8]774, [9]774","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",MN PERITONEUM AND PLEURA,158,<5,,19,572
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",MN PERITONEUM AND PLEURA,500,<5,p<0.05,103,1462
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"MACHINE OPERATORS, NOT SPECIFIED",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]896, [8]779, [9]779","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"MACHINE OPERATORS, NOT SPECIFIED",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]896, [8]779, [9]779","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"MACHINE OPERATORS, NOT SPECIFIED",MN PERITONEUM AND PLEURA,136,<5,,28,396
,,,"[0]896, [8]779, [9]779","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"MACHINE OPERATORS, NOT SPECIFIED",MN PERITONEUM AND PLEURA,193,<5,,23,697
,,,"[0]896, [8]779, [9]779","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",MN PERITONEUM AND PLEURA,367,<5,,9,2042
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",MN PERITONEUM AND PLEURA,113,<5,,31,290
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",MN PERITONEUM AND PLEURA,132,<5,,16,476
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,WELDERS & CUTTERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]814, [8]783, [9]783","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,WELDERS & CUTTERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]814, [8]783, [9]783","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,WELDERS & CUTTERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]814, [8]783, [9]783","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,WELDERS & CUTTERS,MN PERITONEUM AND PLEURA,148,<5,,4,826
,,,"[0]814, [8]783, [9]783","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,SOLDERERS & BRAZERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]814, [8]784, [9]784","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,SOLDERERS & BRAZERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]814, [8]784, [9]784","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,SOLDERERS & BRAZERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]814, [8]784, [9]784","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,SOLDERERS & BRAZERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]814, [8]784, [9]784","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,ASSEMBLERS,MN PERITONEUM AND PLEURA,422,<5,,11,2349
,,,"[0]762, 775, [8]785, [9]785","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,ASSEMBLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]762, 775, [8]785, [9]785","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,ASSEMBLERS,MN PERITONEUM AND PLEURA,127,<5,,35,325
,,,"[0]762, 775, [8]785, [9]785","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,ASSEMBLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]762, 775, [8]785, [9]785","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]781, 871, [8]786, [9]786","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]781, 871, [8]786, [9]786","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]781, 871, [8]786, [9]786","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,MN PERITONEUM AND PLEURA,1495,<5,,37,8331
,,,"[0]781, 871, [8]786, [9]786","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]892, [8]787, [9]787","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]892, [8]787, [9]787","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]892, [8]787, [9]787","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]892, [8]787, [9]787","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]881, 891, [8]789, [9]789","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]881, 891, [8]789, [9]789","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]881, 891, [8]789, [9]789","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]881, 891, [8]789, [9]789","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]891, [8]793, [9]793","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]891, [8]793, [9]793","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]891, [8]793, [9]793","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]891, [8]793, [9]793","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]785, [8]794, 795, [9]795","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]785, [8]794, 795, [9]795","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]785, [8]794, 795, [9]795","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]785, [8]794, 795, [9]795","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, 950, [8]796-799, [9]796-799","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, 950, [8]796-799, [9]796-799","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, 950, [8]796-799, [9]796-799","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",MN PERITONEUM AND PLEURA,215,<5,,5,1198
,,,"[0]874, 950, [8]796-799, [9]796-799","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]796, [9]796","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]796, [9]796","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]796, [9]796","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",MN PERITONEUM AND PLEURA,239,<5,,6,1334
,,,"[0]874, [8]796, [9]796","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,PRODUCTION TESTERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]797, [9]797","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PRODUCTION TESTERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]797, [9]797","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,PRODUCTION TESTERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]797, [9]797","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,PRODUCTION TESTERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]797, [9]797","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,PRODUCTION SAMPLERS & WEIGHERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]798, [9]798","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PRODUCTION SAMPLERS & WEIGHERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]798, [9]798","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,PRODUCTION SAMPLERS & WEIGHERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]798, [9]798","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,PRODUCTION SAMPLERS & WEIGHERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]798, [9]798","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]799, [9]799","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]799, [9]799","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]799, [9]799","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]874, [8]799, [9]799","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900-975, [8]803-859, [9]803-859","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900-975, [8]803-859, [9]803-859","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,MN PERITONEUM AND PLEURA,230,5,,75,536
,,,"[0]900-975, [8]803-859, [9]803-859","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,MN PERITONEUM AND PLEURA,85,5,,28,199
,,,"[0]900-975, [8]803-859, [9]803-859","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,TRANSPORTATION OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,TRANSPORTATION OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,TRANSPORTATION OCCUPATIONS,MN PERITONEUM AND PLEURA,335,<5,,91,859
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,TRANSPORTATION OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,p<0.05,,
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,MOTOR VEHICLE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,MOTOR VEHICLE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,MOTOR VEHICLE OPERATORS,MN PERITONEUM AND PLEURA,351,<5,,96,899
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,MOTOR VEHICLE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900, [8]803, [9]803","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900, [8]803, [9]803","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900, [8]803, [9]803","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]900, [8]803, [9]803","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"TRUCK DRIVERS, DRIVER-SALES",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]913, [8]804, 805, 806, [9]804, 806","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"TRUCK DRIVERS, DRIVER-SALES",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]913, [8]804, 805, 806, [9]804, 806","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"TRUCK DRIVERS, DRIVER-SALES",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]913, [8]804, 805, 806, [9]804, 806","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"TRUCK DRIVERS, DRIVER-SALES",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]913, [8]804, 805, 806, [9]804, 806","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,AMBULANCE DRIVERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]911,"[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,AMBULANCE DRIVERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]911,"[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,AMBULANCE DRIVERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]911,"[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,AMBULANCE DRIVERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]911,"[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,DRIVER-SALES WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]913, [8]806, [9]806","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,DRIVER-SALES WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]913, [8]806, [9]806","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,DRIVER-SALES WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]913, [8]806, [9]806","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,DRIVER-SALES WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]913, [8]806, [9]806","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,BUS DRIVERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]912, [8]808, [9]808","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,BUS DRIVERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]912, [8]808, [9]808","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,BUS DRIVERS,MN PERITONEUM AND PLEURA,400,<5,,83,1170
,,,"[0]912, [8]808, [9]808","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,BUS DRIVERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]912, [8]808, [9]808","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,TAXI CAB DRIVERS & CHAUFFEURS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]914, [8]809, [9]809","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,TAXI CAB DRIVERS & CHAUFFEURS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]914, [8]809, [9]809","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,TAXI CAB DRIVERS & CHAUFFEURS,MN PERITONEUM AND PLEURA,1408,<5,,35,7844
,,,"[0]914, [8]809, [9]809","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,TAXI CAB DRIVERS & CHAUFFEURS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]914, [8]809, [9]809","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,PARKING LOT ATTENDANTS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]935, [8]813, [9]813","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PARKING LOT ATTENDANTS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]935, [8]813, [9]813","[0]C384, C48, [9]158, 163",,,,,
